"","month_of_analyst_forecast","monthly_returns","excess_returns","February","March","April","May","June","July","August","September","October","November","December","quartile_market_capitalization","quartile_feps","quartile_analyst_following"
"2321","5",-0.0522801317274571,-0.0022801317274571,0,0,0,1,0,0,0,0,0,0,0,3,3,2
"2322","6",-0.0380511283874512,-0.0380511283874512,0,0,0,0,1,0,0,0,0,0,0,3,3,2
"2323","7",-0.0408890135586262,-0.0108890135586262,0,0,0,0,0,1,0,0,0,0,0,3,3,2
"2324","8",0.0255793202668428,0.0055793202668428,0,0,0,0,0,0,1,0,0,0,0,3,3,2
"2325","9",-0.0637390315532684,-0.0637390315532684,0,0,0,0,0,0,0,1,0,0,0,3,3,2
"2326","10",0.0590918585658073,-0.000908141434192697,0,0,0,0,0,0,0,0,1,0,0,3,3,2
"2327","11",0.0633348226547241,0.0133348226547241,0,0,0,0,0,0,0,0,0,1,0,3,3,2
"2328","12",-0.116491086781025,-0.116491086781025,0,0,0,0,0,0,0,0,0,0,1,3,3,2
"2329","2",-0.0790856927633286,-0.0590856927633286,1,0,0,0,0,0,0,0,0,0,0,3,4,4
"2330","3",0.0689997151494026,0.0689997151494026,0,1,0,0,0,0,0,0,0,0,0,3,4,4
"2331","4",0.0856212303042412,0.0456212303042412,0,0,1,0,0,0,0,0,0,0,0,3,4,4
"2332","5",0.0640806183218956,0.0040806183218956,0,0,0,1,0,0,0,0,0,0,0,3,4,4
"2333","6",0.0489425994455814,0.0489425994455814,0,0,0,0,1,0,0,0,0,0,0,3,4,4
"2334","7",-0.0319292135536671,0.0080707864463329,0,0,0,0,0,1,0,0,0,0,0,3,4,4
"2335","8",-0.0268230121582747,-0.0068230121582747,0,0,0,0,0,0,1,0,0,0,0,3,4,4
"2336","9",0.099224179983139,0.059224179983139,0,0,0,0,0,0,0,1,0,0,0,3,4,4
"2337","10",0.0980465188622475,0.0580465188622475,0,0,0,0,0,0,0,0,1,0,0,3,4,4
"2338","11",-0.0410030819475651,0.0489969180524349,0,0,0,0,0,0,0,0,0,1,0,3,4,4
"2339","12",0.16219088435173,0.15219088435173,0,0,0,0,0,0,0,0,0,0,1,3,4,4
"2340","2",0.0995609685778618,0.0595609685778618,1,0,0,0,0,0,0,0,0,0,0,4,3,3
"2341","1",0.0217878986150026,0.0617878986150026,0,0,0,0,0,0,0,0,0,0,0,4,3,3
"2342","3",0.0397833250463009,-0.0402166749536991,0,1,0,0,0,0,0,0,0,0,0,4,3,3
"2343","4",-0.146505579352379,-0.196505579352379,0,0,1,0,0,0,0,0,0,0,0,4,3,3
"2344","5",-0.158140257000923,-0.058140257000923,0,0,0,1,0,0,0,0,0,0,0,4,3,3
"2345","6",-0.308618396520615,-0.238618396520615,0,0,0,0,1,0,0,0,0,0,0,4,3,3
"2346","7",0.36215016245842,0.26215016245842,0,0,0,0,0,1,0,0,0,0,0,4,3,3
"2347","8",-0.0644832849502563,-0.00448328495025631,0,0,0,0,0,0,1,0,0,0,0,4,3,3
"2348","9",0.242443948984146,0.112443948984146,0,0,0,0,0,0,0,1,0,0,0,4,3,3
"2349","10",0.0792287588119507,0.0292287588119507,0,0,0,0,0,0,0,0,1,0,0,4,3,3
"2350","11",0.042066004127264,0.012066004127264,0,0,0,0,0,0,0,0,0,1,0,4,3,3
"2351","12",0.188435152173042,0.098435152173042,0,0,0,0,0,0,0,0,0,0,1,4,3,3
"2352","1",0.0120798069983721,-0.0079201930016279,0,0,0,0,0,0,0,0,0,0,0,4,2,3
"2353","2",0.0616242848336697,0.0116242848336697,1,0,0,0,0,0,0,0,0,0,0,4,2,3
"2354","3",0.0021996374707669,-0.0078003625292331,0,1,0,0,0,0,0,0,0,0,0,4,2,3
"2355","4",-0.0363769009709358,-0.0563769009709358,0,0,1,0,0,0,0,0,0,0,0,4,2,3
"2356","5",0.00734727876260877,0.0373472787626088,0,0,0,1,0,0,0,0,0,0,0,4,2,3
"2357","6",-0.0335763916373253,-0.0135763916373253,0,0,0,0,1,0,0,0,0,0,0,4,2,3
"2358","7",0.0755601227283478,0.115560122728348,0,0,0,0,0,1,0,0,0,0,0,4,2,3
"2359","8",-0.106710247695446,-0.00671024769544599,0,0,0,0,0,0,1,0,0,0,0,4,2,3
"2360","9",-0.143864423036575,-0.003864423036575,0,0,0,0,0,0,0,1,0,0,0,4,2,3
"2361","10",0.245043635368347,0.065043635368347,0,0,0,0,0,0,0,0,1,0,0,4,2,3
"2362","11",0.035286583006382,0.045286583006382,0,0,0,0,0,0,0,0,0,1,0,4,2,3
"2363","12",-0.0596775561571121,-0.0496775561571121,0,0,0,0,0,0,0,0,0,0,1,4,2,3
"2364","2",0.0421209298074246,-0.0178790701925754,1,0,0,0,0,0,0,0,0,0,0,4,1,3
"2365","3",-0.0676415413618088,-0.0676415413618088,0,1,0,0,0,0,0,0,0,0,0,4,1,3
"2366","4",-0.0654837563633919,-0.0354837563633919,0,0,1,0,0,0,0,0,0,0,0,4,1,3
"2367","5",-0.166780486702919,-0.046780486702919,0,0,0,1,0,0,0,0,0,0,0,4,1,3
"2368","6",0.0867212638258934,0.0467212638258934,0,0,0,0,1,0,0,0,0,0,0,4,1,3
"2369","7",0.0489426851272583,0.0489426851272583,0,0,0,0,0,1,0,0,0,0,0,4,1,3
"2370","8",-0.00244824006222189,-0.0624482400622219,0,0,0,0,0,0,1,0,0,0,0,4,1,3
"2371","9",0.0106828575953841,-0.0293171424046159,0,0,0,0,0,0,0,1,0,0,0,4,1,3
"2372","10",-0.0158752948045731,-0.0058752948045731,0,0,0,0,0,0,0,0,1,0,0,4,1,3
"2373","11",0.0636536106467247,0.0436536106467247,0,0,0,0,0,0,0,0,0,1,0,4,1,3
"2374","12",0.0165322460234165,-0.0434677539765835,0,0,0,0,0,0,0,0,0,0,1,4,1,3
"2375","2",-0.00549856061115861,0.0145014393888414,1,0,0,0,0,0,0,0,0,0,0,4,2,4
"2376","3",0.100025065243244,0.050025065243244,0,1,0,0,0,0,0,0,0,0,0,4,2,4
"2377","4",-0.0307603757828474,-0.0107603757828474,0,0,1,0,0,0,0,0,0,0,0,4,2,4
"2378","5",0.0319726169109344,-0.0180273830890656,0,0,0,1,0,0,0,0,0,0,0,4,2,4
"2379","6",-0.0165771227329969,0.0134228772670031,0,0,0,0,1,0,0,0,0,0,0,4,2,4
"2380","7",0.0301407687366009,-0.0498592312633991,0,0,0,0,0,1,0,0,0,0,0,4,2,4
"2381","8",0.0327609777450562,0.0527609777450562,0,0,0,0,0,0,1,0,0,0,0,4,2,4
"2382","9",0.0191424172371626,-0.0408575827628374,0,0,0,0,0,0,0,1,0,0,0,4,2,4
"2383","10",0.0247338749468327,-0.0052661250531673,0,0,0,0,0,0,0,0,1,0,0,4,2,4
"2384","11",-0.0678980052471161,-0.0878980052471161,0,0,0,0,0,0,0,0,0,1,0,4,2,4
"2385","12",-0.104931324720383,-0.134931324720383,0,0,0,0,0,0,0,0,0,0,1,4,2,4
"2386","2",0.0430041030049324,-0.00699589699506761,1,0,0,0,0,0,0,0,0,0,0,4,2,4
"2387","3",0.00926804263144732,-0.00073195736855268,0,1,0,0,0,0,0,0,0,0,0,4,2,4
"2388","4",0.168239668011665,0.178239668011665,0,0,1,0,0,0,0,0,0,0,0,4,2,4
"2389","5",0.0387800857424736,0.0187800857424736,0,0,0,1,0,0,0,0,0,0,0,4,2,4
"2390","6",0.0668870359659195,0.0268870359659195,0,0,0,0,1,0,0,0,0,0,0,4,2,4
"2391","7",-0.0239335224032402,0.0060664775967598,0,0,0,0,0,1,0,0,0,0,0,4,2,4
"2392","8",0.0546560995280743,0.0246560995280743,0,0,0,0,0,0,1,0,0,0,0,4,2,4
"2393","9",-0.097435437142849,-0.047435437142849,0,0,0,0,0,0,0,1,0,0,0,4,2,4
"2394","10",-0.0952287390828133,-0.115228739082813,0,0,0,0,0,0,0,0,1,0,0,4,2,4
"2395","11",-0.137611657381058,-0.147611657381058,0,0,0,0,0,0,0,0,0,1,0,4,2,4
"2396","12",0.0457359254360199,0.0457359254360199,0,0,0,0,0,0,0,0,0,0,1,4,2,4
"2397","2",0.030336432158947,-0.059663567841053,1,0,0,0,0,0,0,0,0,0,0,4,3,4
"2398","3",-0.0136531610041857,-0.0036531610041857,0,1,0,0,0,0,0,0,0,0,0,4,3,4
"2399","4",0.136336207389831,0.106336207389831,0,0,1,0,0,0,0,0,0,0,0,4,3,4
"2400","5",-0.111477129161358,-0.101477129161358,0,0,0,1,0,0,0,0,0,0,0,4,3,4
"2401","6",-0.0631503760814667,-0.0431503760814667,0,0,0,0,1,0,0,0,0,0,0,4,3,4
"2402","7",-0.0475275330245495,0.0224724669754505,0,0,0,0,0,1,0,0,0,0,0,4,3,4
"2403","8",-0.0372561775147915,0.0127438224852085,0,0,0,0,0,0,1,0,0,0,0,4,3,4
"2404","9",-0.152556613087654,-0.062556613087654,0,0,0,0,0,0,0,1,0,0,0,4,3,4
"2405","10",0.107468090951443,0.017468090951443,0,0,0,0,0,0,0,0,1,0,0,4,3,4
"2406","11",-0.104365967214107,-0.094365967214107,0,0,0,0,0,0,0,0,0,1,0,4,3,4
"2407","12",-0.184474110603332,-0.114474110603332,0,0,0,0,0,0,0,0,0,0,1,4,3,4
"2408","2",-0.0291634537279606,-0.0091634537279606,1,0,0,0,0,0,0,0,0,0,0,3,3,4
"2409","3",0.22845846414566,-0.02154153585434,0,1,0,0,0,0,0,0,0,0,0,3,3,4
"2410","4",0.132918164134026,-0.057081835865974,0,0,1,0,0,0,0,0,0,0,0,3,3,4
"2411","5",-0.0170583352446556,0.0329416647553444,0,0,0,1,0,0,0,0,0,0,0,3,3,4
"2412","6",0.0277670528739691,-0.0222329471260309,0,0,0,0,1,0,0,0,0,0,0,3,3,4
"2413","7",0.0240375362336636,0.0040375362336636,0,0,0,0,0,1,0,0,0,0,0,3,3,4
"2414","8",-0.0194387957453728,-0.0494387957453728,0,0,0,0,0,0,1,0,0,0,0,3,3,4
"2415","9",0.185898616909981,0.145898616909981,0,0,0,0,0,0,0,1,0,0,0,3,3,4
"2416","10",-0.0618687160313129,-0.0118687160313129,0,0,0,0,0,0,0,0,1,0,0,3,3,4
"2417","11",0.163358062505722,0.023358062505722,0,0,0,0,0,0,0,0,0,1,0,3,3,4
"2418","12",0.00911065563559532,-0.0208893443644047,0,0,0,0,0,0,0,0,0,0,1,3,3,4
"2419","1",-0.00286827143281698,-0.062868271432817,0,0,0,0,0,0,0,0,0,0,0,4,3,4
"2420","2",-0.0701854899525642,-0.0601854899525642,1,0,0,0,0,0,0,0,0,0,0,4,3,4
"2421","3",-0.0402165725827217,-0.0102165725827217,0,1,0,0,0,0,0,0,0,0,0,4,3,4
"2422","4",-0.0803225710988045,-0.0403225710988045,0,0,1,0,0,0,0,0,0,0,0,4,3,4
"2423","5",-0.113819740712643,-0.043819740712643,0,0,0,1,0,0,0,0,0,0,0,4,3,4
"2424","6",-0.101721726357937,-0.121721726357937,0,0,0,0,1,0,0,0,0,0,0,4,3,4
"2425","7",0.00727829756215215,-0.0227217024378478,0,0,0,0,0,1,0,0,0,0,0,4,3,4
"2426","8",-0.103788003325462,-0.063788003325462,0,0,0,0,0,0,1,0,0,0,0,4,3,4
"2427","9",0.194722652435303,0.094722652435303,0,0,0,0,0,0,0,1,0,0,0,4,3,4
"2428","10",0.0106448410078883,0.0306448410078883,0,0,0,0,0,0,0,0,1,0,0,4,3,4
"2429","11",-0.0259266514331102,-0.0559266514331102,0,0,0,0,0,0,0,0,0,1,0,4,3,4
"2430","12",0.116448312997818,0.056448312997818,0,0,0,0,0,0,0,0,0,0,1,4,3,4
"2431","2",-0.0501248687505722,0.0098751312494278,1,0,0,0,0,0,0,0,0,0,0,3,3,3
"2432","3",0.0634642168879509,0.0634642168879509,0,1,0,0,0,0,0,0,0,0,0,3,3,3
"2433","4",0.114385031163693,0.094385031163693,0,0,1,0,0,0,0,0,0,0,0,3,3,3
"2434","5",0.0368390269577503,-0.0031609730422497,0,0,0,1,0,0,0,0,0,0,0,3,3,3
"2435","6",0.0530085489153862,0.0430085489153862,0,0,0,0,1,0,0,0,0,0,0,3,3,3
"2436","7",-0.00136516685597599,-0.021365166855976,0,0,0,0,0,1,0,0,0,0,0,3,3,3
"2437","8",-0.119617223739624,-0.129617223739624,0,0,0,0,0,0,1,0,0,0,0,3,3,3
"2438","9",0.050621148198843,0.070621148198843,0,0,0,0,0,0,0,1,0,0,0,3,3,3
"2439","10",-0.210799619555473,-0.100799619555473,0,0,0,0,0,0,0,0,1,0,0,3,3,3
"2440","11",-0.00563908321782947,0.00436091678217053,0,0,0,0,0,0,0,0,0,1,0,3,3,3
"2441","12",-0.165595486760139,-0.025595486760139,0,0,0,0,0,0,0,0,0,0,1,3,3,3
"2442","1",0.0635838136076927,0.0735838136076927,0,0,0,0,0,0,0,0,0,0,0,4,3,4
"2443","2",-0.00552486209198833,0.0444751379080117,1,0,0,0,0,0,0,0,0,0,0,4,3,4
"2444","3",0.0305555555969477,0.000555555596947702,0,1,0,0,0,0,0,0,0,0,0,4,3,4
"2445","4",0.0592991895973682,0.0692991895973682,0,0,1,0,0,0,0,0,0,0,0,4,3,4
"2446","5",-0.00508905854076147,0.0649109414592385,0,0,0,1,0,0,0,0,0,0,0,4,3,4
"2447","6",-0.0545454546809196,-0.0845454546809196,0,0,0,0,1,0,0,0,0,0,0,4,3,4
"2448","7",-0.0879120901226997,-0.0179120901226997,0,0,0,0,0,1,0,0,0,0,0,4,3,4
"2449","8",0.21472392976284,0.07472392976284,0,0,0,0,0,0,1,0,0,0,0,4,3,4
"2450","9",0.0505050495266914,0.0705050495266914,0,0,0,0,0,0,0,1,0,0,0,4,3,4
"2451","10",-0.0817307680845261,-0.0517307680845261,0,0,0,0,0,0,0,0,1,0,0,4,3,4
"2452","11",-0.0478723421692848,-0.0178723421692848,0,0,0,0,0,0,0,0,0,1,0,4,3,4
"2453","12",-0.0139664802700281,-0.0139664802700281,0,0,0,0,0,0,0,0,0,0,1,4,3,4
"2454","1",0.0311614722013474,-0.0488385277986526,0,0,0,0,0,0,0,0,0,0,0,4,4,4
"2455","2",0.052197802811861,0.022197802811861,1,0,0,0,0,0,0,0,0,0,0,4,4,4
"2456","3",0.0371352769434452,0.0171352769434452,0,1,0,0,0,0,0,0,0,0,0,4,4,4
"2457","4",0.20971867442131,0.20971867442131,0,0,1,0,0,0,0,0,0,0,0,4,4,4
"2458","5",0.042283296585083,0.012283296585083,0,0,0,1,0,0,0,0,0,0,0,4,4,4
"2459","6",-0.0123711340129375,-0.0223711340129375,0,0,0,0,1,0,0,0,0,0,0,4,4,4
"2460","7",-0.0125260958448052,-0.0225260958448052,0,0,0,0,0,1,0,0,0,0,0,4,4,4
"2461","8",0.0443974621593952,0.0343974621593952,0,0,0,0,0,0,1,0,0,0,0,4,4,4
"2462","9",0.014403291977942,0.054403291977942,0,0,0,0,0,0,0,1,0,0,0,4,4,4
"2463","10",0.0709939152002335,0.0309939152002335,0,0,0,0,0,0,0,0,1,0,0,4,4,4
"2464","11",0.030303031206131,-0.009696968793869,0,0,0,0,0,0,0,0,0,1,0,4,4,4
"2465","12",-0.0485074631869793,-0.0885074631869793,0,0,0,0,0,0,0,0,0,0,1,4,4,4
"2466","1",-0.172549024224281,-0.172549024224281,0,0,0,0,0,0,0,0,0,0,0,4,3,4
"2467","2",0.00947867333889008,-0.0405213266611099,1,0,0,0,0,0,0,0,0,0,0,4,3,4
"2468","3",-0.0095693776383996,-0.0595693776383996,0,1,0,0,0,0,0,0,0,0,0,4,3,4
"2469","4",-0.0120772942900658,-0.0220772942900658,0,0,1,0,0,0,0,0,0,0,0,4,3,4
"2470","5",0.0953545197844505,0.0653545197844505,0,0,0,1,0,0,0,0,0,0,0,4,3,4
"2471","6",-0.0545454546809196,-0.0645454546809196,0,0,0,0,1,0,0,0,0,0,0,4,3,4
"2472","7",-0.115384615957737,-0.045384615957737,0,0,0,0,0,1,0,0,0,0,0,4,3,4
"2473","8",0.27173912525177,0.21173912525177,0,0,0,0,0,0,1,0,0,0,0,4,3,4
"2474","9",0.00434782588854432,0.0243478258885443,0,0,0,0,0,0,0,1,0,0,0,4,3,4
"2475","10",-0.0173160172998905,-0.0473160172998905,0,0,0,0,0,0,0,0,1,0,0,4,3,4
"2476","11",0.0748898684978485,0.0648898684978485,0,0,0,0,0,0,0,0,0,1,0,4,3,4
"2477","12",0,0.01,0,0,0,0,0,0,0,0,0,0,1,4,3,4
"2478","1",0.085144929587841,-0.014855070412159,0,0,0,0,0,0,0,0,0,0,0,4,2,4
"2479","2",0.0400667786598206,-0.0199332213401794,1,0,0,0,0,0,0,0,0,0,0,4,2,4
"2480","3",0.0926829278469086,0.0626829278469086,0,1,0,0,0,0,0,0,0,0,0,4,2,4
"2481","4",0.0550595223903656,0.0250595223903656,0,0,1,0,0,0,0,0,0,0,0,4,2,4
"2482","5",-0.0409026816487312,-0.0409026816487312,0,0,0,1,0,0,0,0,0,0,0,4,2,4
"2483","6",-0.0416666679084301,-0.0916666679084301,0,0,0,0,1,0,0,0,0,0,0,4,2,4
"2484","7",0.0372670814394951,0.0272670814394951,0,0,0,0,0,1,0,0,0,0,0,4,2,4
"2485","8",-0.00898203626275063,0.00101796373724937,0,0,0,0,0,0,1,0,0,0,0,4,2,4
"2486","9",-0.0535168200731277,-0.0735168200731277,0,0,0,0,0,0,0,1,0,0,0,4,2,4
"2487","10",0.0290791597217321,0.0290791597217321,0,0,0,0,0,0,0,0,1,0,0,4,2,4
"2488","11",0.0204081628471613,0.0404081628471613,0,0,0,0,0,0,0,0,0,1,0,4,2,4
"2489","12",0.00467289704829454,-0.0253271029517055,0,0,0,0,0,0,0,0,0,0,1,4,2,4
"2490","1",0.0682170540094376,-0.0017829459905624,0,0,0,0,0,0,0,0,0,0,0,4,2,4
"2491","2",0.00435413653030992,-0.0156458634696901,1,0,0,0,0,0,0,0,0,0,0,4,2,4
"2492","3",0.0527086369693279,0.0127086369693279,0,1,0,0,0,0,0,0,0,0,0,4,2,4
"2493","4",0.0180806685239077,-0.0319193314760923,0,0,1,0,0,0,0,0,0,0,0,4,2,4
"2494","5",0.0245901644229889,-0.0154098355770111,0,0,0,1,0,0,0,0,0,0,0,4,2,4
"2495","6",0.010796220973134,0.010796220973134,0,0,0,0,1,0,0,0,0,0,0,4,2,4
"2496","7",0.0400534048676491,-0.0099465951323509,0,0,0,0,0,1,0,0,0,0,0,4,2,4
"2497","8",0.0783055201172829,0.0383055201172829,0,0,0,0,0,0,1,0,0,0,0,4,2,4
"2498","9",-0.0204572807997465,-0.0304572807997465,0,0,0,0,0,0,0,1,0,0,0,4,2,4
"2499","10",0,0.07,0,0,0,0,0,0,0,0,1,0,0,4,2,4
"2500","11",0.0319410301744938,0.0219410301744938,0,0,0,0,0,0,0,0,0,1,0,4,2,4
"2501","12",0.072202168405056,0.072202168405056,0,0,0,0,0,0,0,0,0,0,1,4,2,4
"2502","1",-0.0343781597912312,-0.0943781597912312,0,0,0,0,0,0,0,0,0,0,0,4,3,4
"2503","2",0.0984293222427368,0.00842932224273681,1,0,0,0,0,0,0,0,0,0,0,4,3,4
"2504","3",-0.0269749518483877,-0.0769749518483877,0,1,0,0,0,0,0,0,0,0,0,4,3,4
"2505","4",0.0316831693053245,0.0116831693053245,0,0,1,0,0,0,0,0,0,0,0,4,3,4
"2506","5",-0.0393474102020264,-0.0693474102020264,0,0,0,1,0,0,0,0,0,0,0,4,3,4
"2507","6",-0.072727270424366,-0.062727270424366,0,0,0,0,1,0,0,0,0,0,0,4,3,4
"2508","7",0.066448800265789,0.046448800265789,0,0,0,0,0,1,0,0,0,0,0,4,3,4
"2509","8",-0.0163432080298662,-0.0363432080298662,0,0,0,0,0,0,1,0,0,0,0,4,3,4
"2510","9",-0.0252100843936205,-0.0352100843936205,0,0,0,0,0,0,0,1,0,0,0,4,3,4
"2511","10",0.03125,0.01125,0,0,0,0,0,0,0,0,1,0,0,4,3,4
"2512","11",-0.130616515874863,-0.130616515874863,0,0,0,0,0,0,0,0,0,1,0,4,3,4
"2513","12",0.0401948839426041,0.0101948839426041,0,0,0,0,0,0,0,0,0,0,1,4,3,4
"2514","1",-0.0152224823832512,-0.0952224823832512,0,0,0,0,0,0,0,0,0,0,0,4,3,3
"2515","2",-0.00594530301168561,-0.0259453030116856,1,0,0,0,0,0,0,0,0,0,0,4,3,3
"2516","3",-0.0436363629996777,-0.0336363629996777,0,1,0,0,0,0,0,0,0,0,0,4,3,3
"2517","4",0.130544990301132,0.130544990301132,0,0,1,0,0,0,0,0,0,0,0,4,3,3
"2518","5",0.038116592913866,0.008116592913866,0,0,0,1,0,0,0,0,0,0,0,4,3,3
"2519","6",-0.0579234957695007,-0.0379234957695007,0,0,0,0,1,0,0,0,0,0,0,4,3,3
"2520","7",0.0498839914798737,0.0098839914798737,0,0,0,0,0,1,0,0,0,0,0,4,3,3
"2521","8",0.0342541448771954,0.0442541448771954,0,0,0,0,0,0,1,0,0,0,0,4,3,3
"2522","9",0.0486486479640007,0.0386486479640007,0,0,0,0,0,0,0,1,0,0,0,4,3,3
"2523","10",-0.0453608259558678,-0.0553608259558678,0,0,0,0,0,0,0,0,1,0,0,4,3,3
"2524","11",-0.0431965440511703,-0.0931965440511703,0,0,0,0,0,0,0,0,0,1,0,4,3,3
"2525","12",0.0491428561508655,-0.000857143849134503,0,0,0,0,0,0,0,0,0,0,1,4,3,3
"2526","1",0.0196078438311815,-0.0303921561688185,0,0,0,0,0,0,0,0,0,0,0,4,2,3
"2527","2",0.0299145299941301,0.0099145299941301,1,0,0,0,0,0,0,0,0,0,0,4,2,3
"2528","3",-0.0251836311072111,-0.0651836311072111,0,1,0,0,0,0,0,0,0,0,0,4,2,3
"2529","4",0.0710441321134567,0.0810441321134567,0,0,1,0,0,0,0,0,0,0,0,4,2,3
"2530","5",0.0110552767291665,-0.0089447232708335,0,0,0,1,0,0,0,0,0,0,0,4,2,3
"2531","6",-0.0653266310691833,-0.0753266310691833,0,0,0,0,1,0,0,0,0,0,0,4,2,3
"2532","7",-0.00430107535794377,-0.0143010753579438,0,0,0,0,0,1,0,0,0,0,0,4,2,3
"2533","8",0.00863930862396955,-0.0313606913760305,0,0,0,0,0,0,1,0,0,0,0,4,2,3
"2534","9",-0.00866738893091679,-0.0186673889309168,0,0,0,0,0,0,0,1,0,0,0,4,2,3
"2535","10",-0.0360655747354031,-0.0560655747354031,0,0,0,0,0,0,0,0,1,0,0,4,2,3
"2536","11",-0.0464852601289749,-0.0164852601289749,0,0,0,0,0,0,0,0,0,1,0,4,2,3
"2537","12",0.0144578311592341,-0.0255421688407659,0,0,0,0,0,0,0,0,0,0,1,4,2,3
"2538","1",0.0498812347650528,0.0098812347650528,0,0,0,0,0,0,0,0,0,0,0,4,2,4
"2539","2",-0.0757918581366539,-0.0657918581366539,1,0,0,0,0,0,0,0,0,0,0,4,2,4
"2540","3",-0.0570719614624977,-0.0170719614624977,0,1,0,0,0,0,0,0,0,0,0,4,2,4
"2541","4",0.00394736835733056,-0.00605263164266944,0,0,1,0,0,0,0,0,0,0,0,4,2,4
"2542","5",0.0720838829874992,0.0720838829874992,0,0,0,1,0,0,0,0,0,0,0,4,2,4
"2543","6",0.0136307310312986,0.0236307310312986,0,0,0,0,1,0,0,0,0,0,0,4,2,4
"2544","7",0.0550122261047363,0.0350122261047363,0,0,0,0,0,1,0,0,0,0,0,4,2,4
"2545","8",0.0057937428355217,-0.0242062571644783,0,0,0,0,0,0,1,0,0,0,0,4,2,4
"2546","9",-0.058343056589365,-0.048343056589365,0,0,0,0,0,0,0,1,0,0,0,4,2,4
"2547","10",0.0743494406342506,0.0743494406342506,0,0,0,0,0,0,0,0,1,0,0,4,2,4
"2548","11",-0.0322952717542648,0.0077047282457352,0,0,0,0,0,0,0,0,0,1,0,4,2,4
"2549","12",-0.016908211633563,-0.026908211633563,0,0,0,0,0,0,0,0,0,0,1,4,2,4
"2550","1",0.0466830469667912,0.0166830469667912,0,0,0,0,0,0,0,0,0,0,0,4,2,4
"2551","2",0.0422535203397274,0.0122535203397274,1,0,0,0,0,0,0,0,0,0,0,4,2,4
"2552","3",0.0490307882428169,0.0290307882428169,0,1,0,0,0,0,0,0,0,0,0,4,2,4
"2553","4",-0.00434782588854432,-0.0243478258885443,0,0,1,0,0,0,0,0,0,0,0,4,2,4
"2554","5",0.0262008737772703,0.0062008737772703,0,0,0,1,0,0,0,0,0,0,0,4,2,4
"2555","6",-0.054897740483284,-0.084897740483284,0,0,0,0,1,0,0,0,0,0,0,4,2,4
"2556","7",0.0501138940453529,0.0201138940453529,0,0,0,0,0,1,0,0,0,0,0,4,2,4
"2557","8",-0.0403470732271671,-0.0503470732271671,0,0,0,0,0,0,1,0,0,0,0,4,2,4
"2558","9",-0.0160366557538509,-0.0360366557538509,0,0,0,0,0,0,0,1,0,0,0,4,2,4
"2559","10",-0.00582072185352445,0.0141792781464756,0,0,0,0,0,0,0,0,1,0,0,4,2,4
"2560","11",0.028103044256568,-0.001896955743432,0,0,0,0,0,0,0,0,0,1,0,4,2,4
"2561","12",0.0219146478921175,-0.0080853521078825,0,0,0,0,0,0,0,0,0,0,1,4,2,4
"2562","1",0.0259593687951565,-0.0040406312048435,0,0,0,0,0,0,0,0,0,0,0,4,1,3
"2563","2",-0.0242024194449186,-0.0342024194449186,1,0,0,0,0,0,0,0,0,0,0,4,1,3
"2564","3",0.0867579877376556,0.0767579877376556,0,1,0,0,0,0,0,0,0,0,0,4,1,3
"2565","4",-0.0105042019858956,-0.0305042019858956,0,0,1,0,0,0,0,0,0,0,0,4,1,3
"2566","5",0.0276008490473032,0.0076008490473032,0,0,0,1,0,0,0,0,0,0,0,4,1,3
"2567","6",-0.0114942528307438,-0.0214942528307438,0,0,0,0,1,0,0,0,0,0,0,4,1,3
"2568","7",-0.0190274845808744,0.0209725154191256,0,0,0,0,0,1,0,0,0,0,0,4,1,3
"2569","8",0.0183189660310745,-0.0116810339689255,0,0,0,0,0,0,1,0,0,0,0,4,1,3
"2570","9",0.0920770913362503,0.0720770913362503,0,0,0,0,0,0,0,1,0,0,0,4,1,3
"2571","10",0.0392156876623631,0.0192156876623631,0,0,0,0,0,0,0,0,1,0,0,4,1,3
"2572","11",0.0603773593902588,0.0203773593902588,0,0,0,0,0,0,0,0,0,1,0,4,1,3
"2573","12",-0.0476190485060215,-0.0676190485060215,0,0,0,0,0,0,0,0,0,0,1,4,1,3
"2574","1",-0.00188679248094559,-0.0418867924809456,0,0,0,0,0,0,0,0,0,0,0,3,2,4
"2575","2",-0.0444234386086464,-0.0544234386086464,1,0,0,0,0,0,0,0,0,0,0,3,2,4
"2576","3",0.0799999982118607,0.109999998211861,0,1,0,0,0,0,0,0,0,0,0,3,2,4
"2577","4",0.00833333376795053,-0.0116666662320495,0,0,1,0,0,0,0,0,0,0,0,3,2,4
"2578","5",0.0793388411402702,-0.0106611588597298,0,0,0,1,0,0,0,0,0,0,0,3,2,4
"2579","6",-0.0309278350323439,-0.0809278350323439,0,0,0,0,1,0,0,0,0,0,0,3,2,4
"2580","7",0.0567375868558884,0.0067375868558884,0,0,0,0,0,1,0,0,0,0,0,3,2,4
"2581","8",0.01627516746521,0.01627516746521,0,0,0,0,0,0,1,0,0,0,0,3,2,4
"2582","9",0.139166668057442,0.079166668057442,0,0,0,0,0,0,0,1,0,0,0,3,2,4
"2583","10",-0.0365764461457729,0.0034235538542271,0,0,0,0,0,0,0,0,1,0,0,3,2,4
"2584","11",-0.0012148825917393,-0.0012148825917393,0,0,0,0,0,0,0,0,0,1,0,3,2,4
"2585","12",-0.01687116548419,-0.04687116548419,0,0,0,0,0,0,0,0,0,0,1,3,2,4
